No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
624,tltl2001.タイヤ本数０６,タイヤ本数０６,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ本数０６）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ本数０６」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ本数０６に関する項目
625,tltl2001.タイヤ定価０１,タイヤ定価０１,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ定価０１）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ定価０１」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ定価０１に関する金額・税・率などの数値情報
626,tltl2001.タイヤ定価０２,タイヤ定価０２,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ定価０２）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ定価０２」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ定価０２に関する金額・税・率などの数値情報
627,tltl2001.タイヤ定価０３,タイヤ定価０３,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ定価０３）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ定価０３」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ定価０３に関する金額・税・率などの数値情報
628,tltl2001.タイヤ定価０４,タイヤ定価０４,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ定価０４）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ定価０４」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ定価０４に関する金額・税・率などの数値情報
629,tltl2001.タイヤ定価０５,タイヤ定価０５,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ定価０５）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ定価０５」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ定価０５に関する金額・税・率などの数値情報
630,tltl2001.タイヤ定価０６,タイヤ定価０６,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ定価０６）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ定価０６」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ定価０６に関する金額・税・率などの数値情報
631,tltl2001.タイヤ原価０１,タイヤ原価０１,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ原価０１）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ原価０１」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ原価０１に関する金額・税・率などの数値情報
632,tltl2001.タイヤ原価０２,タイヤ原価０２,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ原価０２）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ原価０２」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ原価０２に関する金額・税・率などの数値情報
633,tltl2001.タイヤ原価０３,タイヤ原価０３,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ原価０３）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ原価０３」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ原価０３に関する金額・税・率などの数値情報
634,tltl2001.タイヤ原価０４,タイヤ原価０４,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ原価０４）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ原価０４」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ原価０４に関する金額・税・率などの数値情報
635,tltl2001.タイヤ原価０５,タイヤ原価０５,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ原価０５）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ原価０５」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ原価０５に関する金額・税・率などの数値情報
636,tltl2001.タイヤ原価０６,タイヤ原価０６,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ原価０６）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ原価０６」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ原価０６に関する金額・税・率などの数値情報
637,tltl2001.タイヤ変更有無フラグ０１,タイヤ変更有無フラグ０１,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ変更有無フラグ０１）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ変更有無フラグ０１」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ変更有無フラグ０１を表す区分/フラグ情報
638,tltl2001.タイヤ変更有無フラグ０２,タイヤ変更有無フラグ０２,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ変更有無フラグ０２）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ変更有無フラグ０２」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ変更有無フラグ０２を表す区分/フラグ情報
639,tltl2001.タイヤ変更有無フラグ０３,タイヤ変更有無フラグ０３,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ変更有無フラグ０３）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ変更有無フラグ０３」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ変更有無フラグ０３を表す区分/フラグ情報
640,tltl2001.タイヤ変更有無フラグ０４,タイヤ変更有無フラグ０４,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ変更有無フラグ０４）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ変更有無フラグ０４」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ変更有無フラグ０４を表す区分/フラグ情報
641,tltl2001.タイヤ変更有無フラグ０５,タイヤ変更有無フラグ０５,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ変更有無フラグ０５）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ変更有無フラグ０５」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ変更有無フラグ０５を表す区分/フラグ情報
642,tltl2001.タイヤ変更有無フラグ０６,タイヤ変更有無フラグ０６,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ変更有無フラグ０６）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ変更有無フラグ０６」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ変更有無フラグ０６を表す区分/フラグ情報
643,tltl2001.タイヤ無制限フラグ０１,タイヤ無制限フラグ０１,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ無制限フラグ０１）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ無制限フラグ０１」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ無制限フラグ０１を表す区分/フラグ情報
644,tltl2001.タイヤ無制限フラグ０２,タイヤ無制限フラグ０２,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ無制限フラグ０２）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ無制限フラグ０２」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ無制限フラグ０２を表す区分/フラグ情報
645,tltl2001.タイヤ無制限フラグ０３,タイヤ無制限フラグ０３,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ無制限フラグ０３）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ無制限フラグ０３」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ無制限フラグ０３を表す区分/フラグ情報
646,tltl2001.タイヤ無制限フラグ０４,タイヤ無制限フラグ０４,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ無制限フラグ０４）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ無制限フラグ０４」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ無制限フラグ０４を表す区分/フラグ情報
647,tltl2001.タイヤ無制限フラグ０５,タイヤ無制限フラグ０５,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ無制限フラグ０５）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ無制限フラグ０５」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ無制限フラグ０５を表す区分/フラグ情報
648,tltl2001.タイヤ無制限フラグ０６,タイヤ無制限フラグ０６,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ無制限フラグ０６）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ無制限フラグ０６」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ無制限フラグ０６を表す区分/フラグ情報
649,tltl2001.タイヤ保管有無フラグ,タイヤ保管有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ保管有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ保管有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ保管有無フラグを表す区分/フラグ情報
650,tltl2001.タイヤ保管原価,タイヤ保管原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ保管原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ保管原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ保管原価に関する金額・税・率などの数値情報
651,tltl2001.タイヤ保管定価,タイヤ保管定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ保管定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ保管定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ保管定価に関する金額・税・率などの数値情報
652,tltl2001.タイヤ保管変更有無フラグ,タイヤ保管変更有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.タイヤ保管変更有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.タイヤ保管変更有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,タイヤ保管変更有無フラグを表す区分/フラグ情報
653,tltl2001.代車有無フラグ,代車有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車有無フラグを表す区分/フラグ情報
654,tltl2001.代車車検時日数,代車車検時日数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車車検時日数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車車検時日数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車車検時日数に関する日付/年月情報
655,tltl2001.代車車検時定価,代車車検時定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車車検時定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車車検時定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車車検時定価に関する金額・税・率などの数値情報
656,tltl2001.代車車検時原価,代車車検時原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車車検時原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車車検時原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車車検時原価に関する金額・税・率などの数値情報
657,tltl2001.代車車検時変更有無フラグ,代車車検時変更有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車車検時変更有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車車検時変更有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車車検時変更有無フラグを表す区分/フラグ情報
658,tltl2001.代車車検時無制限フラグ,代車車検時無制限フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車車検時無制限フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車車検時無制限フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車車検時無制限フラグを表す区分/フラグ情報
659,tltl2001.代車法点時日数,代車法点時日数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車法点時日数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車法点時日数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車法点時日数に関する日付/年月情報
660,tltl2001.代車法点時定価,代車法点時定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車法点時定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車法点時定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車法点時定価に関する金額・税・率などの数値情報
661,tltl2001.代車法点時原価,代車法点時原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車法点時原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車法点時原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車法点時原価に関する金額・税・率などの数値情報
662,tltl2001.代車法点時変更有無フラグ,代車法点時変更有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車法点時変更有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車法点時変更有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車法点時変更有無フラグを表す区分/フラグ情報
663,tltl2001.代車法点時無制限フラグ,代車法点時無制限フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車法点時無制限フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車法点時無制限フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車法点時無制限フラグを表す区分/フラグ情報
664,tltl2001.代車事故時日数,代車事故時日数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車事故時日数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車事故時日数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車事故時日数に関する日付/年月情報
665,tltl2001.代車事故時定価,代車事故時定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車事故時定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車事故時定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車事故時定価に関する金額・税・率などの数値情報
666,tltl2001.代車事故時原価,代車事故時原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車事故時原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車事故時原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車事故時原価に関する金額・税・率などの数値情報
667,tltl2001.代車事故時変更有無フラグ,代車事故時変更有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車事故時変更有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車事故時変更有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車事故時変更有無フラグを表す区分/フラグ情報
668,tltl2001.代車事故時無制限フラグ,代車事故時無制限フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車事故時無制限フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車事故時無制限フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車事故時無制限フラグを表す区分/フラグ情報
669,tltl2001.代車一般日数,代車一般日数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車一般日数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車一般日数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車一般日数に関する日付/年月情報
670,tltl2001.代車一般定価,代車一般定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車一般定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車一般定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車一般定価に関する金額・税・率などの数値情報
671,tltl2001.代車一般原価,代車一般原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車一般原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車一般原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車一般原価に関する金額・税・率などの数値情報
672,tltl2001.代車一般変更有無フラグ,代車一般変更有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車一般変更有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車一般変更有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車一般変更有無フラグを表す区分/フラグ情報
673,tltl2001.代車一般無制限フラグ,代車一般無制限フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車一般無制限フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車一般無制限フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車一般無制限フラグを表す区分/フラグ情報
674,tltl2001.代車提供条件,代車提供条件,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.代車提供条件）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.代車提供条件」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,代車提供条件に関する項目
675,tltl2001.Ｆ合計定価,Ｆ合計定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.Ｆ合計定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.Ｆ合計定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,Ｆ合計定価に関する金額・税・率などの数値情報
676,tltl2001.Ｆ合計原価,Ｆ合計原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.Ｆ合計原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.Ｆ合計原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,Ｆ合計原価に関する金額・税・率などの数値情報
677,tltl2001.Ｍ合計定価,Ｍ合計定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.Ｍ合計定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.Ｍ合計定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,Ｍ合計定価に関する金額・税・率などの数値情報
678,tltl2001.Ｍ合計原価,Ｍ合計原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.Ｍ合計原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.Ｍ合計原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,Ｍ合計原価に関する金額・税・率などの数値情報
679,tltl2001.ＦＭ合計定価,ＦＭ合計定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＦＭ合計定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＦＭ合計定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＦＭ合計定価に関する金額・税・率などの数値情報
680,tltl2001.ＦＭ合計原価,ＦＭ合計原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＦＭ合計原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＦＭ合計原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＦＭ合計原価に関する金額・税・率などの数値情報
681,tltl2001.残価精算区分,残価精算区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.残価精算区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.残価精算区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,残価精算区分を表す区分/フラグ情報
682,tltl2001.残価係数区分,残価係数区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.残価係数区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.残価係数区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,残価係数区分を表す区分/フラグ情報
683,tltl2001.残価定価,残価定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.残価定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.残価定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,残価定価に関する金額・税・率などの数値情報
684,tltl2001.残価原価,残価原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.残価原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.残価原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,残価原価に関する金額・税・率などの数値情報
685,tltl2001.残価表示額,残価表示額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.残価表示額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.残価表示額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,残価表示額に関する金額・税・率などの数値情報
686,tltl2001.残価率,残価率,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.残価率）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.残価率」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,残価率に関する金額・税・率などの数値情報
687,tltl2001.細利率,細利率,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.細利率）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.細利率」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,細利率に関する金額・税・率などの数値情報
688,tltl2001.粗利額,粗利額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.粗利額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.粗利額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,粗利額に関する金額・税・率などの数値情報
689,tltl2001.リース料総額定価,リース料総額定価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.リース料総額定価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.リース料総額定価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,リース料総額定価に関する金額・税・率などの数値情報
690,tltl2001.リース料総額原価,リース料総額原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.リース料総額原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.リース料総額原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,リース料総額原価に関する金額・税・率などの数値情報
691,tltl2001.調整後粗利率,調整後粗利率,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.調整後粗利率）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.調整後粗利率」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,調整後粗利率に関する金額・税・率などの数値情報
692,tltl2001.調整後粗利額,調整後粗利額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.調整後粗利額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.調整後粗利額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,調整後粗利額に関する金額・税・率などの数値情報
693,tltl2001.調整額,調整額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.調整額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.調整額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,調整額に関する金額・税・率などの数値情報
694,tltl2001.調整後リース料総額,調整後リース料総額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.調整後リース料総額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.調整後リース料総額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,調整後リース料総額に関する金額・税・率などの数値情報
695,tltl2001.規定損害金基本料,規定損害金基本料,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.規定損害金基本料）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.規定損害金基本料」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,規定損害金基本料に関する金額・税・率などの数値情報
696,tltl2001.規定損害金逓減月額,規定損害金逓減月額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.規定損害金逓減月額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.規定損害金逓減月額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,規定損害金逓減月額に関する金額・税・率などの数値情報
